Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
gray >conj (and <cc yellow)	gray	and	yellow																															2	9.4	ABC	"pattern {A [form=""gray""]; C [form=""yellow""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22gray%22%5D%3B%20C%20%5Bform%3D%22yellow%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	gray	17.27	19.27	0.00	4.31	1.41	16.80
hands <compound on	hands	on																																2	9.4	AB	"pattern {B [form=""on""]; A [form=""hands""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22on%22%5D%3B%20A%20%5Bform%3D%22hands%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	on	3.39	5.39	0.00	5.75	1.28	0.47
how <advmod much	how	much																																2	9.4	AB	"pattern {B [form=""much""]; A [form=""how""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22much%22%5D%3B%20A%20%5Bform%3D%22how%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	much	3.73	5.73	0.01	7.50	1.31	0.79
life <compound long	life	long																																2	9.4	AB	"pattern {B [form=""long""]; A [form=""life""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22long%22%5D%3B%20A%20%5Bform%3D%22life%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	long	4.58	6.58	0.01	7.94	1.35	1.68
light <compound emitting	light	emitting																																2	9.4	AB	"pattern {B [form=""emitting""]; A [form=""light""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22emitting%22%5D%3B%20A%20%5Bform%3D%22light%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	emitting	11.76	13.76	0.06	10.02	1.41	10.16
made >compound:prt up	made	up																																2	9.4	AB	"pattern {A [form=""made""]; B [form=""up""]; A -[compound:prt]-> B; A << B} without {A -> X0} without {B -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22made%22%5D%3B%20B%20%5Bform%3D%22up%22%5D%3B%20A%20-%5Bcompound%3Aprt%5D-%3E%20B%3B%20A%20%3C%3C%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D	2	made	3.21	5.21	0.01	7.09	1.26	0.29
more <advmod settled	more	settled																																2	9.4	AB	"pattern {B [form=""settled""]; A [form=""more""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22settled%22%5D%3B%20A%20%5Bform%3D%22more%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	settled	8.00	10.00	0.01	7.60	1.41	5.64
more >conj (and <cc more)	more	and	more																															2	9.4	ABC	"pattern {A [form=""more""]; C [form=""more""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22more%22%5D%3B%20C%20%5Bform%3D%22more%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	more	7.37	9.37	0.00	4.13	1.41	4.89
most <advmod notable	most	notable																																2	9.4	AB	"pattern {B [form=""notable""]; A [form=""most""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22notable%22%5D%3B%20A%20%5Bform%3D%22most%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	notable	8.06	10.06	0.02	8.46	1.41	5.71
most <advmod popular	most	popular																																2	9.4	AB	"pattern {B [form=""popular""]; A [form=""most""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22popular%22%5D%3B%20A%20%5Bform%3D%22most%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	popular	6.58	8.58	0.02	8.34	1.40	3.97
most <advmod successful	most	successful																																2	9.4	AB	"pattern {B [form=""successful""]; A [form=""most""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22successful%22%5D%3B%20A%20%5Bform%3D%22most%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	successful	6.90	8.90	0.02	8.38	1.40	4.35
much <advmod greater	much	greater																																2	9.4	AB	"pattern {B [form=""greater""]; A [form=""much""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22greater%22%5D%3B%20A%20%5Bform%3D%22much%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	greater	6.45	8.45	0.02	8.48	1.40	3.81
narrative >conj (and <cc systematic)	narrative	and	systematic																															2	9.4	ABC	"pattern {A [form=""narrative""]; C [form=""systematic""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22narrative%22%5D%3B%20C%20%5Bform%3D%22systematic%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	narrative	17.49	19.49	0.00	4.31	1.41	17.06
nationally <advmod representative	nationally	representative																																2	9.4	AB	"pattern {B [form=""representative""]; A [form=""nationally""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22representative%22%5D%3B%20A%20%5Bform%3D%22nationally%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	representative	12.02	14.02	0.17	11.48	1.41	10.48
native <compound like	native	like																																2	9.4	AB	"pattern {B [form=""like""]; A [form=""native""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22like%22%5D%3B%20A%20%5Bform%3D%22native%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	like	5.43	7.43	0.01	6.52	1.38	2.63
old <compound fashioned	old	fashioned																																2	9.4	AB	"pattern {B [form=""fashioned""]; A [form=""old""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22fashioned%22%5D%3B%20A%20%5Bform%3D%22old%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	fashioned	11.34	13.34	0.05	9.61	1.41	9.65
purpose <compound built	purpose	built																																2	9.4	AB	"pattern {B [form=""built""]; A [form=""purpose""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22built%22%5D%3B%20A%20%5Bform%3D%22purpose%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	built	9.66	11.66	0.09	10.48	1.41	7.63
qualitative >conj (and <cc quantitative)	qualitative	and	quantitative																															2	9.4	ABC	"pattern {A [form=""qualitative""]; C [form=""quantitative""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22qualitative%22%5D%3B%20C%20%5Bform%3D%22quantitative%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	qualitative	21.53	23.53	0.00	4.31	1.41	21.93
rather <advmod large	rather	large																																2	9.4	AB	"pattern {B [form=""large""]; A [form=""rather""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22large%22%5D%3B%20A%20%5Bform%3D%22rather%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	large	7.67	9.67	0.04	9.34	1.41	5.25
really <advmod bad	really	bad																																2	9.4	AB	"pattern {B [form=""bad""]; A [form=""really""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22bad%22%5D%3B%20A%20%5Bform%3D%22really%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	bad	5.78	7.78	0.02	8.11	1.39	3.03
really <advmod hard	really	hard																																2	9.4	AB	"pattern {B [form=""hard""]; A [form=""really""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22hard%22%5D%3B%20A%20%5Bform%3D%22really%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	hard	5.36	7.36	0.02	8.03	1.38	2.56
self <compound medicating	self	medicating																																2	9.4	AB	"pattern {B [form=""medicating""]; A [form=""self""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22medicating%22%5D%3B%20A%20%5Bform%3D%22self%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	medicating	12.52	14.52	0.11	10.75	1.41	11.08
so <advmod little	so	little																																2	9.4	AB	"pattern {B [form=""little""]; A [form=""so""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22little%22%5D%3B%20A%20%5Bform%3D%22so%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	little	2.64	4.64	0.01	6.74	1.19	-0.18
social >conj economic >conj (and <cc political)	social	economic	and	political																														2	9.4	ABCD	"pattern {A [form=""social""]; B [form=""economic""]; D [form=""political""]; C [form=""and""]; A -[conj]-> B; A -[conj]-> D; D -[cc]-> C; A << B; A << D; D >> C} without {A -> X0} without {B -> X1} without {D -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22social%22%5D%3B%20B%20%5Bform%3D%22economic%22%5D%3B%20D%20%5Bform%3D%22political%22%5D%3B%20C%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20D%20-%5Bcc%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BD%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	social	25.77	27.77	0.00	4.69	1.41	27.04
south <compound eastern	south	eastern																																2	9.4	AB	"pattern {B [form=""eastern""]; A [form=""south""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22eastern%22%5D%3B%20A%20%5Bform%3D%22south%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	eastern	10.33	12.33	0.10	10.64	1.41	8.44
state <compound funded	state	funded																																2	9.4	AB	"pattern {B [form=""funded""]; A [form=""state""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22funded%22%5D%3B%20A%20%5Bform%3D%22state%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	funded	11.23	13.23	0.08	10.42	1.41	9.53
strongly <advmod connected	strongly	connected																																2	9.4	AB	"pattern {B [form=""connected""]; A [form=""strongly""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22connected%22%5D%3B%20A%20%5Bform%3D%22strongly%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	connected	11.94	13.94	0.19	11.61	1.41	10.38
theoretical >conj (and <cc empirical)	theoretical	and	empirical																															2	9.4	ABC	"pattern {A [form=""theoretical""]; C [form=""empirical""]; B [form=""and""]; A -[conj]-> C; C -[cc]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BA%20%5Bform%3D%22theoretical%22%5D%3B%20C%20%5Bform%3D%22empirical%22%5D%3B%20B%20%5Bform%3D%22and%22%5D%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	theoretical	20.21	22.21	0.00	4.31	1.41	20.33
very <advmod expensive	very	expensive																																2	9.4	AB	"pattern {B [form=""expensive""]; A [form=""very""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22expensive%22%5D%3B%20A%20%5Bform%3D%22very%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	expensive	7.66	9.66	0.02	8.35	1.41	5.25
very <advmod first	very	first																																2	9.4	AB	"pattern {B [form=""first""]; A [form=""very""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22first%22%5D%3B%20A%20%5Bform%3D%22very%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	first	2.98	4.98	0.01	7.11	1.23	0.09
very <advmod good	very	good																																2	9.4	AB	"pattern {B [form=""good""]; A [form=""very""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22good%22%5D%3B%20A%20%5Bform%3D%22very%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	good	3.64	5.64	0.01	7.47	1.30	0.70
very <advmod heavy	very	heavy																																2	9.4	AB	"pattern {B [form=""heavy""]; A [form=""very""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22heavy%22%5D%3B%20A%20%5Bform%3D%22very%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	heavy	7.22	9.22	0.02	8.32	1.40	4.72
very <advmod high	very	high																																2	9.4	AB	"pattern {B [form=""high""]; A [form=""very""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22high%22%5D%3B%20A%20%5Bform%3D%22very%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	high	4.99	6.99	0.02	7.98	1.37	2.14
very <advmod little	very	little																																2	9.4	AB	"pattern {B [form=""little""]; A [form=""very""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22little%22%5D%3B%20A%20%5Bform%3D%22very%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	little	3.95	5.95	0.01	7.62	1.32	1.02
very <advmod special	very	special																																2	9.4	AB	"pattern {B [form=""special""]; A [form=""very""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22special%22%5D%3B%20A%20%5Bform%3D%22very%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	special	6.42	8.42	0.02	8.25	1.40	3.78
well <advmod drained	well	drained																																2	9.4	AB	"pattern {B [form=""drained""]; A [form=""well""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22drained%22%5D%3B%20A%20%5Bform%3D%22well%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	drained	10.21	12.21	0.02	8.50	1.41	8.30
well <advmod known	well	known																																2	9.4	AB	"pattern {B [form=""known""]; A [form=""well""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22known%22%5D%3B%20A%20%5Bform%3D%22well%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	known	4.94	6.94	0.02	8.00	1.37	2.08
wind <compound roughened	wind	roughened																																2	9.4	AB	"pattern {B [form=""roughened""]; A [form=""wind""]; B -[compound]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BB%20%5Bform%3D%22roughened%22%5D%3B%20A%20%5Bform%3D%22wind%22%5D%3B%20B%20-%5Bcompound%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	roughened	13.45	15.45	0.19	11.61	1.41	12.19
((2 >compound 1/2) <compound million) <obl:unmarked more	2	1/2	million	more																														1	4.7	ABCD	"pattern {D [form=""more""]; C [form=""million""]; A [form=""2""]; B [form=""1/2""]; D -[obl:unmarked]-> C; C -[compound]-> A; A -[compound]-> B; D >> C; C >> A; A << B} without {D -> X0} without {C -> X1} without {A -> X2} without {B -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BD%20%5Bform%3D%22more%22%5D%3B%20C%20%5Bform%3D%22million%22%5D%3B%20A%20%5Bform%3D%222%22%5D%3B%20B%20%5Bform%3D%221/2%22%5D%3B%20D%20-%5Bobl%3Aunmarked%5D-%3E%20C%3B%20C%20-%5Bcompound%5D-%3E%20A%3B%20A%20-%5Bcompound%5D-%3E%20B%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D	4	more	29.44	29.44	0.01	7.06	1.00	15.73
((a <det little) <obl:unmarked less) <advmod dark	a	little	less	dark																														1	4.7	ABCD	"pattern {D [form=""dark""]; C [form=""less""]; B [form=""little""]; A [form=""a""]; D -[advmod]-> C; C -[obl:unmarked]-> B; B -[det]-> A; D >> C; C >> B; B >> A} without {D -> X0} without {C -> X1} without {B -> X2} without {A -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BD%20%5Bform%3D%22dark%22%5D%3B%20C%20%5Bform%3D%22less%22%5D%3B%20B%20%5Bform%3D%22little%22%5D%3B%20A%20%5Bform%3D%22a%22%5D%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20C%20-%5Bobl%3Aunmarked%5D-%3E%20B%3B%20B%20-%5Bdet%5D-%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BA%20-%3E%20X3%7D	4	dark	24.54	24.54	0.00	4.08	1.00	12.77
((about <advmod twenty) <nummod stories) <obl:unmarked tall	about	twenty	stories	tall																														1	4.7	ABCD	"pattern {D [form=""tall""]; C [form=""stories""]; B [form=""twenty""]; A [form=""about""]; D -[obl:unmarked]-> C; C -[nummod]-> B; B -[advmod]-> A; D >> C; C >> B; B >> A} without {D -> X0} without {C -> X1} without {B -> X2} without {A -> X3}"	http://universal.grew.fr/?corpus=UD_English-GUM&request=pattern%20%7BD%20%5Bform%3D%22tall%22%5D%3B%20C%20%5Bform%3D%22stories%22%5D%3B%20B%20%5Bform%3D%22twenty%22%5D%3B%20A%20%5Bform%3D%22about%22%5D%3B%20D%20-%5Bobl%3Aunmarked%5D-%3E%20C%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BA%20-%3E%20X3%7D	4	tall	32.22	32.22	0.01	7.31	1.00	17.40
