Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Node D1-form	Node E1-form	Node F1-form	Node G1-form	Node H1-form	Node I1-form	Node J1-form	Node K1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
((komaj <advmod 13) <nummod leta >conj (in <cc pol)) <nmod star	komaj	13	leta	in	pol	star																																1	3.7	ABCDEF	"pattern {F [form=""star""]; C [form=""leta""]; B [form=""13""]; A [form=""komaj""]; E [form=""pol""]; D [form=""in""]; F -[nmod]-> C; C -[nummod]-> B; B -[advmod]-> A; C -[conj]-> E; E -[cc]-> D; F >> C; C >> B; B >> A; C << E; E >> D} without {F -> X0} without {C -> X1} without {B -> X2} without {A -> X3} without {E -> X4} without {D -> X5}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BF%20%5Bform%3D%22star%22%5D%3B%20C%20%5Bform%3D%22leta%22%5D%3B%20B%20%5Bform%3D%2213%22%5D%3B%20A%20%5Bform%3D%22komaj%22%5D%3B%20E%20%5Bform%3D%22pol%22%5D%3B%20D%20%5Bform%3D%22in%22%5D%3B%20F%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20-%5Bconj%5D-%3E%20E%3B%20E%20-%5Bcc%5D-%3E%20D%3B%20F%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D%20without%20%7BF%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BA%20-%3E%20X3%7D%20without%20%7BE%20-%3E%20X4%7D%20without%20%7BD%20-%3E%20X5%7D	6	star	51.86	51.86	0.00	3.94	1.00	29.22
((nekaj <advmod več >fixed ko) <advmod 30 <nummod metrov) <nmod dolgo >conj (in <cc (osem <nummod metrov) <nmod visoko)	nekaj	več	ko	30	metrov	dolgo	in	osem	metrov	visoko																												1	3.7	ABCDEFGHIJ	"pattern {F [form=""dolgo""]; E [form=""metrov""]; B [form=""več""]; A [form=""nekaj""]; C [form=""ko""]; D [form=""30""]; J [form=""visoko""]; G [form=""in""]; I [form=""metrov""]; H [form=""osem""]; F -[nmod]-> E; E -[advmod]-> B; B -[advmod]-> A; B -[fixed]-> C; E -[nummod]-> D; F -[conj]-> J; J -[cc]-> G; J -[nmod]-> I; I -[nummod]-> H; F >> E; E >> B; B >> A; B << C; E >> D; F << J; J >> G; J >> I; I >> H} without {F -> X0} without {E -> X1} without {B -> X2} without {A -> X3} without {C -> X4} without {D -> X5} without {J -> X6} without {G -> X7} without {I -> X8} without {H -> X9}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BF%20%5Bform%3D%22dolgo%22%5D%3B%20E%20%5Bform%3D%22metrov%22%5D%3B%20B%20%5Bform%3D%22ve%C4%8D%22%5D%3B%20A%20%5Bform%3D%22nekaj%22%5D%3B%20C%20%5Bform%3D%22ko%22%5D%3B%20D%20%5Bform%3D%2230%22%5D%3B%20J%20%5Bform%3D%22visoko%22%5D%3B%20G%20%5Bform%3D%22in%22%5D%3B%20I%20%5Bform%3D%22metrov%22%5D%3B%20H%20%5Bform%3D%22osem%22%5D%3B%20F%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Badvmod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20-%5Bfixed%5D-%3E%20C%3B%20E%20-%5Bnummod%5D-%3E%20D%3B%20F%20-%5Bconj%5D-%3E%20J%3B%20J%20-%5Bcc%5D-%3E%20G%3B%20J%20-%5Bnmod%5D-%3E%20I%3B%20I%20-%5Bnummod%5D-%3E%20H%3B%20F%20%3E%3E%20E%3B%20E%20%3E%3E%20B%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%3B%20E%20%3E%3E%20D%3B%20F%20%3C%3C%20J%3B%20J%20%3E%3E%20G%3B%20J%20%3E%3E%20I%3B%20I%20%3E%3E%20H%7D%20without%20%7BF%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BA%20-%3E%20X3%7D%20without%20%7BC%20-%3E%20X4%7D%20without%20%7BD%20-%3E%20X5%7D%20without%20%7BJ%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D%20without%20%7BI%20-%3E%20X8%7D%20without%20%7BH%20-%3E%20X9%7D	10	dolgo	93.17	93.17	0.00	4.46	1.00	54.09
((skoraj <advmod tri) <nummod metre) <nmod visokih	skoraj	tri	metre	visokih																																		1	3.7	ABCD	"pattern {D [form=""visokih""]; C [form=""metre""]; B [form=""tri""]; A [form=""skoraj""]; D -[nmod]-> C; C -[nummod]-> B; B -[advmod]-> A; D >> C; C >> B; B >> A} without {D -> X0} without {C -> X1} without {B -> X2} without {A -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BD%20%5Bform%3D%22visokih%22%5D%3B%20C%20%5Bform%3D%22metre%22%5D%3B%20B%20%5Bform%3D%22tri%22%5D%3B%20A%20%5Bform%3D%22skoraj%22%5D%3B%20D%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bnummod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BA%20-%3E%20X3%7D	4	visokih	36.00	36.00	0.02	8.42	1.00	19.68
((več >fixed kot) <advmod desetletje) <nmod ((skorajda <advmod povsem) <advmod suvereno) <advmod obvladanem	več	kot	desetletje	skorajda	povsem	suvereno	obvladanem																															1	3.7	ABCDEFG	"pattern {G [form=""obvladanem""]; C [form=""desetletje""]; A [form=""več""]; B [form=""kot""]; F [form=""suvereno""]; E [form=""povsem""]; D [form=""skorajda""]; G -[nmod]-> C; C -[advmod]-> A; A -[fixed]-> B; G -[advmod]-> F; F -[advmod]-> E; E -[advmod]-> D; G >> C; C >> A; A << B; G >> F; F >> E; E >> D} without {G -> X0} without {C -> X1} without {A -> X2} without {B -> X3} without {F -> X4} without {E -> X5} without {D -> X6}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BG%20%5Bform%3D%22obvladanem%22%5D%3B%20C%20%5Bform%3D%22desetletje%22%5D%3B%20A%20%5Bform%3D%22ve%C4%8D%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20F%20%5Bform%3D%22suvereno%22%5D%3B%20E%20%5Bform%3D%22povsem%22%5D%3B%20D%20%5Bform%3D%22skorajda%22%5D%3B%20G%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Badvmod%5D-%3E%20A%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20G%20-%5Badvmod%5D-%3E%20F%3B%20F%20-%5Badvmod%5D-%3E%20E%3B%20E%20-%5Badvmod%5D-%3E%20D%3B%20G%20%3E%3E%20C%3B%20C%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20G%20%3E%3E%20F%3B%20F%20%3E%3E%20E%3B%20E%20%3E%3E%20D%7D%20without%20%7BG%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D%20without%20%7BF%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BD%20-%3E%20X6%7D	7	obvladanem	76.22	76.22	0.00	6.15	1.00	43.89
(15 <nummod metrov) <nmod visok	15	metrov	visok																																			1	3.7	ABC	"pattern {C [form=""visok""]; B [form=""metrov""]; A [form=""15""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22visok%22%5D%3B%20B%20%5Bform%3D%22metrov%22%5D%3B%20A%20%5Bform%3D%2215%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	visok	22.19	22.19	0.03	9.13	1.00	11.36
(16 <nummod km) <nmod dolge	16	km	dolge																																			1	3.7	ABC	"pattern {C [form=""dolge""]; B [form=""km""]; A [form=""16""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22dolge%22%5D%3B%20B%20%5Bform%3D%22km%22%5D%3B%20A%20%5Bform%3D%2216%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	dolge	24.10	24.10	0.05	9.78	1.00	12.51
(16 >conj (in <cc 32)) <nummod bitni	16	in	32	bitni																																		1	3.7	ABCD	"pattern {D [form=""bitni""]; A [form=""16""]; C [form=""32""]; B [form=""in""]; D -[nummod]-> A; A -[conj]-> C; C -[cc]-> B; D >> A; A << C; C >> B} without {D -> X0} without {A -> X1} without {C -> X2} without {B -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BD%20%5Bform%3D%22bitni%22%5D%3B%20A%20%5Bform%3D%2216%22%5D%3B%20C%20%5Bform%3D%2232%22%5D%3B%20B%20%5Bform%3D%22in%22%5D%3B%20D%20-%5Bnummod%5D-%3E%20A%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D	4	bitni	31.46	31.46	0.00	3.46	1.00	16.94
(160 <nummod metrov) <nmod dolgo	160	metrov	dolgo																																			1	3.7	ABC	"pattern {C [form=""dolgo""]; B [form=""metrov""]; A [form=""160""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22dolgo%22%5D%3B%20B%20%5Bform%3D%22metrov%22%5D%3B%20A%20%5Bform%3D%22160%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	dolgo	22.52	22.52	0.03	9.08	1.00	11.56
(17 >conj (ali <cc 18)) <nummod palčnih	17	ali	18	palčnih																																		1	3.7	ABCD	"pattern {D [form=""palčnih""]; A [form=""17""]; C [form=""18""]; B [form=""ali""]; D -[nummod]-> A; A -[conj]-> C; C -[cc]-> B; D >> A; A << C; C >> B} without {D -> X0} without {A -> X1} without {C -> X2} without {B -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BD%20%5Bform%3D%22pal%C4%8Dnih%22%5D%3B%20A%20%5Bform%3D%2217%22%5D%3B%20C%20%5Bform%3D%2218%22%5D%3B%20B%20%5Bform%3D%22ali%22%5D%3B%20D%20-%5Bnummod%5D-%3E%20A%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20C%20-%5Bcc%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BC%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D	4	palčnih	34.53	34.53	0.00	6.31	1.00	18.79
(2 >conj 4 >conj 8 >conj 16 >conj 24) <nummod bitna	2	4	8	16	24	bitna																																1	3.7	ABCDEF	"pattern {F [form=""bitna""]; A [form=""2""]; B [form=""4""]; C [form=""8""]; D [form=""16""]; E [form=""24""]; F -[nummod]-> A; A -[conj]-> B; A -[conj]-> C; A -[conj]-> D; A -[conj]-> E; F >> A; A << B; A << C; A << D; A << E} without {F -> X0} without {A -> X1} without {B -> X2} without {C -> X3} without {D -> X4} without {E -> X5}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BF%20%5Bform%3D%22bitna%22%5D%3B%20A%20%5Bform%3D%222%22%5D%3B%20B%20%5Bform%3D%224%22%5D%3B%20C%20%5Bform%3D%228%22%5D%3B%20D%20%5Bform%3D%2216%22%5D%3B%20E%20%5Bform%3D%2224%22%5D%3B%20F%20-%5Bnummod%5D-%3E%20A%3B%20A%20-%5Bconj%5D-%3E%20B%3B%20A%20-%5Bconj%5D-%3E%20C%3B%20A%20-%5Bconj%5D-%3E%20D%3B%20A%20-%5Bconj%5D-%3E%20E%3B%20F%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%3B%20A%20%3C%3C%20D%3B%20A%20%3C%3C%20E%7D%20without%20%7BF%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D	6	bitna	60.48	60.48	0.02	8.56	1.00	34.41
(200 <nummod milijard >nmod dolarjev) <nmod vredne	200	milijard	dolarjev	vredne																																		1	3.7	ABCD	"pattern {D [form=""vredne""]; B [form=""milijard""]; A [form=""200""]; C [form=""dolarjev""]; D -[nmod]-> B; B -[nummod]-> A; B -[nmod]-> C; D >> B; B >> A; B << C} without {D -> X0} without {B -> X1} without {A -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BD%20%5Bform%3D%22vredne%22%5D%3B%20B%20%5Bform%3D%22milijard%22%5D%3B%20A%20%5Bform%3D%22200%22%5D%3B%20C%20%5Bform%3D%22dolarjev%22%5D%3B%20D%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20C%3B%20D%20%3E%3E%20B%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	vredne	39.95	39.95	0.06	9.89	1.00	22.05
(30 <nummod centimetrov) <nmod debelo	30	centimetrov	debelo																																			1	3.7	ABC	"pattern {C [form=""debelo""]; B [form=""centimetrov""]; A [form=""30""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22debelo%22%5D%3B%20B%20%5Bform%3D%22centimetrov%22%5D%3B%20A%20%5Bform%3D%2230%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	debelo	26.85	26.85	0.05	9.78	1.00	14.17
(36 <nummod let) <nmod trajajočo	36	let	trajajočo																																			1	3.7	ABC	"pattern {C [form=""trajajočo""]; B [form=""let""]; A [form=""36""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22trajajo%C4%8Do%22%5D%3B%20B%20%5Bform%3D%22let%22%5D%3B%20A%20%5Bform%3D%2236%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	trajajočo	25.16	25.16	0.01	7.93	1.00	13.15
(50 <nummod kvadratnih <amod metrov) <nmod veliko	50	kvadratnih	metrov	veliko																																		1	3.7	ABCD	"pattern {D [form=""veliko""]; C [form=""metrov""]; A [form=""50""]; B [form=""kvadratnih""]; D -[nmod]-> C; C -[nummod]-> A; C -[amod]-> B; D >> C; C >> A; C >> B} without {D -> X0} without {C -> X1} without {A -> X2} without {B -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BD%20%5Bform%3D%22veliko%22%5D%3B%20C%20%5Bform%3D%22metrov%22%5D%3B%20A%20%5Bform%3D%2250%22%5D%3B%20B%20%5Bform%3D%22kvadratnih%22%5D%3B%20D%20-%5Bnmod%5D-%3E%20C%3B%20C%20-%5Bnummod%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D%20without%20%7BB%20-%3E%20X3%7D	4	veliko	33.29	33.29	0.01	7.78	1.00	18.04
(7 <nummod km) <nmod oddaljenih	7	km	oddaljenih																																			1	3.7	ABC	"pattern {C [form=""oddaljenih""]; B [form=""km""]; A [form=""7""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22oddaljenih%22%5D%3B%20B%20%5Bform%3D%22km%22%5D%3B%20A%20%5Bform%3D%227%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	oddaljenih	25.56	25.56	0.06	9.86	1.00	13.39
(75 <nummod kilogramov) <nmod težkem	75	kilogramov	težkem																																			1	3.7	ABC	"pattern {C [form=""težkem""]; B [form=""kilogramov""]; A [form=""75""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22te%C5%BEkem%22%5D%3B%20B%20%5Bform%3D%22kilogramov%22%5D%3B%20A%20%5Bform%3D%2275%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	težkem	29.25	29.25	0.18	11.50	1.00	15.61
(773 <nummod metrov) <nmod visok	773	metrov	visok																																			1	3.7	ABC	"pattern {C [form=""visok""]; B [form=""metrov""]; A [form=""773""]; C -[nmod]-> B; B -[nummod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22visok%22%5D%3B%20B%20%5Bform%3D%22metrov%22%5D%3B%20A%20%5Bform%3D%22773%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	visok	27.64	27.64	0.07	10.09	1.00	14.64
(DO <case TAKRAT) <advmod VELJAVNA	DO	TAKRAT	VELJAVNA																																			1	3.7	ABC	"pattern {C [form=""VELJAVNA""]; B [form=""TAKRAT""]; A [form=""DO""]; C -[advmod]-> B; B -[case]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22VELJAVNA%22%5D%3B%20B%20%5Bform%3D%22TAKRAT%22%5D%3B%20A%20%5Bform%3D%22DO%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	VELJAVNA	32.47	32.47	0.21	11.78	1.00	17.55
(Dalj <advmod časa) <nmod trajajoča	Dalj	časa	trajajoča																																			1	3.7	ABC	"pattern {C [form=""trajajoča""]; B [form=""časa""]; A [form=""Dalj""]; C -[nmod]-> B; B -[advmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22trajajo%C4%8Da%22%5D%3B%20B%20%5Bform%3D%22%C4%8Dasa%22%5D%3B%20A%20%5Bform%3D%22Dalj%22%5D%3B%20C%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	trajajoča	29.68	29.68	0.04	9.18	1.00	15.87
(Do <case zdaj) <advmod najstarejši	Do	zdaj	najstarejši																																			1	3.7	ABC	"pattern {C [form=""najstarejši""]; B [form=""zdaj""]; A [form=""Do""]; C -[advmod]-> B; B -[case]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22najstarej%C5%A1i%22%5D%3B%20B%20%5Bform%3D%22zdaj%22%5D%3B%20A%20%5Bform%3D%22Do%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	najstarejši	20.81	20.81	0.02	8.02	1.00	10.53
(Dolga <amod leta) <nmod težko <advmod pričakovano >conj (lani <advmod (zelo <advmod uspešno) <advmod uresničeno)	Dolga	leta	težko	pričakovano	lani	zelo	uspešno	uresničeno																														1	3.7	ABCDEFGH	"pattern {D [form=""pričakovano""]; B [form=""leta""]; A [form=""Dolga""]; C [form=""težko""]; H [form=""uresničeno""]; E [form=""lani""]; G [form=""uspešno""]; F [form=""zelo""]; D -[nmod]-> B; B -[amod]-> A; D -[advmod]-> C; D -[conj]-> H; H -[advmod]-> E; H -[advmod]-> G; G -[advmod]-> F; D >> B; B >> A; D >> C; D << H; H >> E; H >> G; G >> F} without {D -> X0} without {B -> X1} without {A -> X2} without {C -> X3} without {H -> X4} without {E -> X5} without {G -> X6} without {F -> X7}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BD%20%5Bform%3D%22pri%C4%8Dakovano%22%5D%3B%20B%20%5Bform%3D%22leta%22%5D%3B%20A%20%5Bform%3D%22Dolga%22%5D%3B%20C%20%5Bform%3D%22te%C5%BEko%22%5D%3B%20H%20%5Bform%3D%22uresni%C4%8Deno%22%5D%3B%20E%20%5Bform%3D%22lani%22%5D%3B%20G%20%5Bform%3D%22uspe%C5%A1no%22%5D%3B%20F%20%5Bform%3D%22zelo%22%5D%3B%20D%20-%5Bnmod%5D-%3E%20B%3B%20B%20-%5Bamod%5D-%3E%20A%3B%20D%20-%5Badvmod%5D-%3E%20C%3B%20D%20-%5Bconj%5D-%3E%20H%3B%20H%20-%5Badvmod%5D-%3E%20E%3B%20H%20-%5Badvmod%5D-%3E%20G%3B%20G%20-%5Badvmod%5D-%3E%20F%3B%20D%20%3E%3E%20B%3B%20B%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20H%3B%20H%20%3E%3E%20E%3B%20H%20%3E%3E%20G%3B%20G%20%3E%3E%20F%7D%20without%20%7BD%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BH%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BG%20-%3E%20X6%7D%20without%20%7BF%20-%3E%20X7%7D	8	pričakovano	89.77	89.77	0.01	7.42	1.00	52.05
(Najbolj <advmod pogosto) <advmod uporabljen	Najbolj	pogosto	uporabljen																																			1	3.7	ABC	"pattern {C [form=""uporabljen""]; B [form=""pogosto""]; A [form=""Najbolj""]; C -[advmod]-> B; B -[advmod]-> A; C >> B; B >> A} without {C -> X0} without {B -> X1} without {A -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22uporabljen%22%5D%3B%20B%20%5Bform%3D%22pogosto%22%5D%3B%20A%20%5Bform%3D%22Najbolj%22%5D%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20C%20%3E%3E%20B%3B%20B%20%3E%3E%20A%7D%20without%20%7BC%20-%3E%20X0%7D%20without%20%7BB%20-%3E%20X1%7D%20without%20%7BA%20-%3E%20X2%7D	3	uporabljen	24.73	24.73	0.03	9.16	1.00	12.89
